alert_id,transaction_id,sender_account,receiver_account,transaction_amount,final_risk_score,risk_level,alert_type,alert_generated_at,recommended_action,alert_status
ALT001110,T035114,A0253,A0056,109158,91.0,HIGH,Critical Fraud Alert,2025-01-02 03:30:00,Block Transaction,Open
ALT001111,T035182,A0263,A0394,181284,88.75,HIGH,High Risk Alert,2025-01-02 03:31:00,Manual Review,Open
ALT001112,T035218,A0314,A0285,184326,90.25,HIGH,Critical Fraud Alert,2025-01-02 03:32:00,Block Transaction,Open
ALT001113,T035340,A0301,A0109,61742,79.28,HIGH,Medium Risk Alert,2025-01-02 03:33:00,Monitor,Under Review
ALT001114,T035355,A0229,A0075,424247,76.25,HIGH,Medium Risk Alert,2025-01-02 03:34:00,Monitor,Open
ALT001115,T035439,A0091,A0095,137517,82.5,HIGH,High Risk Alert,2025-01-02 03:35:00,Manual Review,Open
ALT001116,T035452,A0424,A0007,247560,77.75,HIGH,Medium Risk Alert,2025-01-02 03:36:00,Monitor,Open
ALT001117,T035457,A0175,A0257,166413,86.94,HIGH,High Risk Alert,2025-01-02 03:37:00,Manual Review,Under Review
ALT001118,T035463,A0219,A0056,53839,83.89,HIGH,High Risk Alert,2025-01-02 03:38:00,Manual Review,Under Review
ALT001119,T035465,A0168,A0108,193959,89.0,HIGH,High Risk Alert,2025-01-02 03:39:00,Manual Review,Open
ALT001120,T035507,A0460,A0177,130521,85.92,HIGH,High Risk Alert,2025-01-02 03:40:00,Manual Review,Under Review
ALT001121,T035562,A0294,A0108,82734,80.16,HIGH,High Risk Alert,2025-01-02 03:41:00,Manual Review,Open
ALT001122,T035568,A0172,A0088,85529,78.79,HIGH,Medium Risk Alert,2025-01-02 03:42:00,Monitor,Open
ALT001123,T035586,A0395,A0433,94420,91.9,HIGH,Critical Fraud Alert,2025-01-02 03:43:00,Block Transaction,Open
ALT001124,T035592,A0404,A0065,152353,93.0,HIGH,Critical Fraud Alert,2025-01-02 03:44:00,Block Transaction,Open
ALT001125,T035597,A0247,A0433,113408,85.55,HIGH,High Risk Alert,2025-01-02 03:45:00,Manual Review,Under Review
ALT001126,T035716,A0023,A0109,152869,93.0,HIGH,Critical Fraud Alert,2025-01-02 03:46:00,Block Transaction,Open
ALT001127,T035813,A0239,A0109,59062,85.91,HIGH,High Risk Alert,2025-01-02 03:47:00,Manual Review,Open
ALT001128,T035852,A0473,A0079,425409,90.25,HIGH,Critical Fraud Alert,2025-01-02 03:48:00,Block Transaction,Open
ALT001129,T035860,A0230,A0004,84979,94.0,HIGH,Critical Fraud Alert,2025-01-02 03:49:00,Block Transaction,Open
ALT001130,T035861,A0477,A0079,80126,76.55,HIGH,Medium Risk Alert,2025-01-02 03:50:00,Monitor,Resolved
ALT001131,T035929,A0249,A0282,179570,75.75,HIGH,Medium Risk Alert,2025-01-02 03:51:00,Monitor,Under Review
ALT001132,T036000,A0077,A0285,168465,89.25,HIGH,High Risk Alert,2025-01-02 03:52:00,Manual Review,Open
ALT001133,T036020,A0022,A0340,371999,75.75,HIGH,Medium Risk Alert,2025-01-02 03:53:00,Monitor,Under Review
ALT001134,T036024,A0420,A0433,52865,77.47,HIGH,Medium Risk Alert,2025-01-02 03:54:00,Monitor,Open
ALT001135,T036030,A0209,A0278,281675,81.75,HIGH,High Risk Alert,2025-01-02 03:55:00,Manual Review,Open
ALT001136,T036084,A0342,A0347,115684,92.75,HIGH,Critical Fraud Alert,2025-01-02 03:56:00,Block Transaction,Open
ALT001137,T036109,A0236,A0491,119868,89.34,HIGH,High Risk Alert,2025-01-02 03:57:00,Manual Review,Resolved
ALT001138,T036111,A0438,A0299,125089,90.25,HIGH,Critical Fraud Alert,2025-01-02 03:58:00,Block Transaction,Resolved
ALT001139,T036113,A0180,A0443,106822,94.25,HIGH,Critical Fraud Alert,2025-01-02 03:59:00,Block Transaction,Under Review
ALT001140,T036131,A0408,A0109,151975,83.47,HIGH,High Risk Alert,2025-01-02 04:00:00,Manual Review,Open
ALT001141,T036166,A0039,A0234,87313,85.1,HIGH,High Risk Alert,2025-01-02 04:01:00,Manual Review,Resolved
ALT001142,T036212,A0293,A0032,206846,75.5,HIGH,Medium Risk Alert,2025-01-02 04:02:00,Monitor,Open
ALT001143,T036220,A0485,A0130,206595,81.25,HIGH,High Risk Alert,2025-01-02 04:03:00,Manual Review,Under Review
ALT001144,T036238,A0279,A0285,91798,83.82,HIGH,High Risk Alert,2025-01-02 04:04:00,Manual Review,Under Review
ALT001145,T036258,A0207,A0108,91054,94.5,HIGH,Critical Fraud Alert,2025-01-02 04:05:00,Block Transaction,Resolved
ALT001146,T036322,A0374,A0079,293245,92.75,HIGH,Critical Fraud Alert,2025-01-02 04:06:00,Block Transaction,Under Review
ALT001147,T036376,A0222,A0065,176170,91.75,HIGH,Critical Fraud Alert,2025-01-02 04:07:00,Block Transaction,Open
ALT001148,T036395,A0172,A0447,303616,81.0,HIGH,High Risk Alert,2025-01-02 04:08:00,Manual Review,Open
ALT001149,T036419,A0375,A0011,198358,92.0,HIGH,Critical Fraud Alert,2025-01-02 04:09:00,Block Transaction,Open
ALT001150,T036424,A0064,A0491,112938,92.75,HIGH,Critical Fraud Alert,2025-01-02 04:10:00,Block Transaction,Resolved
ALT001151,T036444,A0474,A0347,148979,88.68,HIGH,High Risk Alert,2025-01-02 04:11:00,Manual Review,Under Review
ALT001152,T036459,A0241,A0443,145283,90.25,HIGH,Critical Fraud Alert,2025-01-02 04:12:00,Block Transaction,Open
ALT001153,T036508,A0001,A0347,52691,91.5,HIGH,Critical Fraud Alert,2025-01-02 04:13:00,Block Transaction,Resolved
ALT001154,T036525,A0325,A0056,160719,89.25,HIGH,High Risk Alert,2025-01-02 04:14:00,Manual Review,Open
ALT001155,T036541,A0096,A0257,139122,90.49,HIGH,Critical Fraud Alert,2025-01-02 04:15:00,Block Transaction,Under Review
ALT001156,T036598,A0384,A0065,202019,91.75,HIGH,Critical Fraud Alert,2025-01-02 04:16:00,Block Transaction,Under Review
ALT001157,T036695,A0279,A0254,73638,76.34,HIGH,Medium Risk Alert,2025-01-02 04:17:00,Monitor,Resolved
ALT001158,T036699,A0268,A0394,177216,89.0,HIGH,High Risk Alert,2025-01-02 04:18:00,Manual Review,Under Review
ALT001159,T036738,A0345,A0278,317466,80.75,HIGH,High Risk Alert,2025-01-02 04:19:00,Manual Review,Open
ALT001160,T036845,A0051,A0344,178275,94.25,HIGH,Critical Fraud Alert,2025-01-02 04:20:00,Block Transaction,Open
ALT001161,T036847,A0104,A0347,93517,93.0,HIGH,Critical Fraud Alert,2025-01-02 04:21:00,Block Transaction,Open
ALT001162,T036849,A0139,A0394,189009,89.75,HIGH,High Risk Alert,2025-01-02 04:22:00,Manual Review,Open
ALT001163,T036870,A0076,A0328,96600,86.13,HIGH,High Risk Alert,2025-01-02 04:23:00,Manual Review,Open
ALT001164,T036876,A0154,A0061,482775,75.5,HIGH,Medium Risk Alert,2025-01-02 04:24:00,Monitor,Under Review
ALT001165,T036879,A0178,A0315,292298,81.5,HIGH,High Risk Alert,2025-01-02 04:25:00,Manual Review,Open
ALT001166,T036885,A0305,A0183,369670,75.0,HIGH,Medium Risk Alert,2025-01-02 04:26:00,Monitor,Open
ALT001167,T036898,A0372,A0394,135882,92.5,HIGH,Critical Fraud Alert,2025-01-02 04:27:00,Block Transaction,Under Review
ALT001168,T037014,A0016,A0211,296409,75.0,HIGH,Medium Risk Alert,2025-01-02 04:28:00,Monitor,Open
ALT001169,T037054,A0340,A0012,396966,82.5,HIGH,High Risk Alert,2025-01-02 04:29:00,Manual Review,Open
ALT001170,T037076,A0116,A0328,158834,89.38,HIGH,High Risk Alert,2025-01-02 04:30:00,Manual Review,Open
ALT001171,T037083,A0244,A0288,365680,79.0,HIGH,Medium Risk Alert,2025-01-02 04:31:00,Monitor,Open
ALT001172,T037087,A0260,A0344,111775,88.39,HIGH,High Risk Alert,2025-01-02 04:32:00,Manual Review,Under Review
ALT001173,T037094,A0259,A0004,142498,90.5,HIGH,Critical Fraud Alert,2025-01-02 04:33:00,Block Transaction,Resolved
ALT001174,T037110,A0460,A0344,65702,77.15,HIGH,Medium Risk Alert,2025-01-02 04:34:00,Monitor,Open
ALT001175,T037158,A0485,A0237,62099,83.83,HIGH,High Risk Alert,2025-01-02 04:35:00,Manual Review,Resolved
ALT001176,T037196,A0148,A0104,461400,80.5,HIGH,High Risk Alert,2025-01-02 04:36:00,Manual Review,Open
ALT001177,T037197,A0408,A0328,175456,91.69,HIGH,Critical Fraud Alert,2025-01-02 04:37:00,Block Transaction,Open
ALT001178,T037210,A0190,A0238,89517,89.09,HIGH,High Risk Alert,2025-01-02 04:38:00,Manual Review,Open
ALT001179,T037252,A0268,A0328,120163,93.75,HIGH,Critical Fraud Alert,2025-01-02 04:39:00,Block Transaction,Open
ALT001180,T037316,A0039,A0347,84425,83.54,HIGH,High Risk Alert,2025-01-02 04:40:00,Manual Review,Resolved
ALT001181,T037335,A0159,A0443,81647,85.29,HIGH,High Risk Alert,2025-01-02 04:41:00,Manual Review,Open
ALT001182,T037342,A0279,A0065,183257,90.5,HIGH,Critical Fraud Alert,2025-01-02 04:42:00,Block Transaction,Resolved
ALT001183,T037353,A0412,A0308,61500,90.75,HIGH,Critical Fraud Alert,2025-01-02 04:43:00,Block Transaction,Open
ALT001184,T037391,A0032,A0447,421906,81.0,HIGH,High Risk Alert,2025-01-02 04:44:00,Manual Review,Open
ALT001185,T037393,A0017,A0353,104746,84.33,HIGH,High Risk Alert,2025-01-02 04:45:00,Manual Review,Open
ALT001186,T037397,A0388,A0347,445245,90.75,HIGH,Critical Fraud Alert,2025-01-02 04:46:00,Block Transaction,Open
ALT001187,T037423,A0018,A0257,119107,88.58,HIGH,High Risk Alert,2025-01-02 04:47:00,Manual Review,Under Review
ALT001188,T037430,A0084,A0234,152614,93.5,HIGH,Critical Fraud Alert,2025-01-02 04:48:00,Block Transaction,Open
ALT001189,T037435,A0243,A0254,138946,93.25,HIGH,Critical Fraud Alert,2025-01-02 04:49:00,Block Transaction,Open
ALT001190,T037557,A0312,A0257,112473,90.3,HIGH,Critical Fraud Alert,2025-01-02 04:50:00,Block Transaction,Open
ALT001191,T037561,A0342,A0433,55174,76.98,HIGH,Medium Risk Alert,2025-01-02 04:51:00,Monitor,Open
ALT001192,T037601,A0122,A0238,82201,90.76,HIGH,Critical Fraud Alert,2025-01-02 04:52:00,Block Transaction,Open
ALT001193,T037619,A0198,A0106,201937,79.0,HIGH,Medium Risk Alert,2025-01-02 04:53:00,Monitor,Open
ALT001194,T037650,A0499,A0056,97406,90.25,HIGH,Critical Fraud Alert,2025-01-02 04:54:00,Block Transaction,Open
ALT001195,T037762,A0462,A0177,86100,76.73,HIGH,Medium Risk Alert,2025-01-02 04:55:00,Monitor,Open
ALT001196,T037767,A0172,A0108,122676,83.81,HIGH,High Risk Alert,2025-01-02 04:56:00,Manual Review,Open
ALT001197,T037781,A0052,A0285,130749,80.29,HIGH,High Risk Alert,2025-01-02 04:57:00,Manual Review,Open
ALT001198,T037827,A0418,A0347,71376,86.63,HIGH,High Risk Alert,2025-01-02 04:58:00,Manual Review,Open
ALT001199,T037837,A0197,A0257,103676,88.78,HIGH,High Risk Alert,2025-01-02 04:59:00,Manual Review,Open
ALT001200,T037883,A0339,A0108,167771,94.0,HIGH,Critical Fraud Alert,2025-01-02 05:00:00,Block Transaction,Under Review
ALT001201,T037906,A0423,A0108,132427,84.42,HIGH,High Risk Alert,2025-01-02 05:01:00,Manual Review,Under Review
ALT001202,T037945,A0283,A0088,186656,91.0,HIGH,Critical Fraud Alert,2025-01-02 05:02:00,Block Transaction,Open
ALT001203,T037947,A0389,A0234,166889,92.25,HIGH,Critical Fraud Alert,2025-01-02 05:03:00,Block Transaction,Resolved
ALT001204,T037963,A0248,A0328,104448,80.84,HIGH,High Risk Alert,2025-01-02 05:04:00,Manual Review,Open
ALT001205,T038019,A0031,A0483,155817,86.8,HIGH,High Risk Alert,2025-01-02 05:05:00,Manual Review,Under Review
ALT001206,T038031,A0069,A0004,99967,92.5,HIGH,Critical Fraud Alert,2025-01-02 05:06:00,Block Transaction,Open
ALT001207,T038032,A0223,A0238,169416,94.25,HIGH,Critical Fraud Alert,2025-01-02 05:07:00,Block Transaction,Open
ALT001208,T038037,A0050,A0065,167427,91.5,HIGH,Critical Fraud Alert,2025-01-02 05:08:00,Block Transaction,Open
ALT001209,T038041,A0418,A0011,176832,93.0,HIGH,Critical Fraud Alert,2025-01-02 05:09:00,Block Transaction,Open
ALT001210,T038158,A0484,A0483,126808,91.5,HIGH,Critical Fraud Alert,2025-01-02 05:10:00,Block Transaction,Open
ALT001211,T038231,A0337,A0004,63984,89.58,HIGH,High Risk Alert,2025-01-02 05:11:00,Manual Review,Resolved
ALT001212,T038280,A0270,A0433,146930,92.75,HIGH,Critical Fraud Alert,2025-01-02 05:12:00,Block Transaction,Under Review
ALT001213,T038310,A0285,A0299,167062,75.77,HIGH,Medium Risk Alert,2025-01-02 05:13:00,Monitor,Open
ALT001214,T038347,A0274,A0024,196352,90.27,HIGH,Critical Fraud Alert,2025-01-02 05:14:00,Block Transaction,Open
ALT001215,T038359,A0252,A0353,121676,87.37,HIGH,High Risk Alert,2025-01-02 05:15:00,Manual Review,Under Review
ALT001216,T038486,A0406,A0188,272697,78.75,HIGH,Medium Risk Alert,2025-01-02 05:16:00,Monitor,Open
ALT001217,T038495,A0444,A0465,67942,85.07,HIGH,High Risk Alert,2025-01-02 05:17:00,Manual Review,Open
ALT001218,T038535,A0357,A0433,86732,84.1,HIGH,High Risk Alert,2025-01-02 05:18:00,Manual Review,Open
ALT001219,T038540,A0332,A0060,366897,76.0,HIGH,Medium Risk Alert,2025-01-02 05:19:00,Monitor,Open
ALT001220,T038567,A0003,A0433,140104,93.25,HIGH,Critical Fraud Alert,2025-01-02 05:20:00,Block Transaction,Open
ALT001221,T038605,A0456,A0094,237726,76.0,HIGH,Medium Risk Alert,2025-01-02 05:21:00,Monitor,Under Review
ALT001222,T038629,A0017,A0454,459282,80.75,HIGH,High Risk Alert,2025-01-02 05:22:00,Manual Review,Open
ALT001223,T038659,A0033,A0257,67473,79.92,HIGH,Medium Risk Alert,2025-01-02 05:23:00,Monitor,Open
ALT001224,T038665,A0336,A0065,193227,94.0,HIGH,Critical Fraud Alert,2025-01-02 05:24:00,Block Transaction,Open
ALT001225,T038668,A0076,A0447,472777,83.25,HIGH,High Risk Alert,2025-01-02 05:25:00,Manual Review,Open
ALT001226,T038694,A0235,A0254,147576,94.25,HIGH,Critical Fraud Alert,2025-01-02 05:26:00,Block Transaction,Resolved
ALT001227,T038695,A0480,A0238,58955,83.46,HIGH,High Risk Alert,2025-01-02 05:27:00,Manual Review,Under Review
ALT001228,T038744,A0100,A0285,182079,92.75,HIGH,Critical Fraud Alert,2025-01-02 05:28:00,Block Transaction,Under Review
ALT001229,T038764,A0114,A0056,184693,93.0,HIGH,Critical Fraud Alert,2025-01-02 05:29:00,Block Transaction,Open
ALT001230,T038786,A0107,A0011,182602,91.0,HIGH,Critical Fraud Alert,2025-01-02 05:30:00,Block Transaction,Resolved
ALT001231,T038836,A0085,A0254,175520,89.75,HIGH,High Risk Alert,2025-01-02 05:31:00,Manual Review,Open
ALT001232,T038889,A0013,A0271,393583,78.5,HIGH,Medium Risk Alert,2025-01-02 05:32:00,Monitor,Open
ALT001233,T039021,A0351,A0108,173958,89.25,HIGH,High Risk Alert,2025-01-02 05:33:00,Manual Review,Open
ALT001234,T039084,A0330,A0108,197482,92.0,HIGH,Critical Fraud Alert,2025-01-02 05:34:00,Block Transaction,Resolved
ALT001235,T039130,A0297,A0220,162091,90.25,HIGH,Critical Fraud Alert,2025-01-02 05:35:00,Block Transaction,Resolved
ALT001236,T039134,A0191,A0177,51398,78.37,HIGH,Medium Risk Alert,2025-01-02 05:36:00,Monitor,Under Review
ALT001237,T039161,A0248,A0328,150996,85.17,HIGH,High Risk Alert,2025-01-02 05:37:00,Manual Review,Under Review
ALT001238,T039229,A0322,A0257,196646,94.0,HIGH,Critical Fraud Alert,2025-01-02 05:38:00,Block Transaction,Open
ALT001239,T039242,A0178,A0353,163164,93.5,HIGH,Critical Fraud Alert,2025-01-02 05:39:00,Block Transaction,Under Review
ALT001240,T039337,A0173,A0394,134510,90.25,HIGH,Critical Fraud Alert,2025-01-02 05:40:00,Block Transaction,Under Review
ALT001241,T039346,A0194,A0055,394112,77.0,HIGH,Medium Risk Alert,2025-01-02 05:41:00,Monitor,Under Review
ALT001242,T039373,A0029,A0454,463039,78.0,HIGH,Medium Risk Alert,2025-01-02 05:42:00,Monitor,Under Review
ALT001243,T039452,A0123,A0341,331289,80.25,HIGH,High Risk Alert,2025-01-02 05:43:00,Manual Review,Resolved
ALT001244,T039472,A0376,A0353,195059,90.0,HIGH,Critical Fraud Alert,2025-01-02 05:44:00,Block Transaction,Under Review
ALT001245,T039516,A0097,A0056,83166,94.0,HIGH,Critical Fraud Alert,2025-01-02 05:45:00,Block Transaction,Under Review
ALT001246,T039609,A0076,A0024,66791,79.5,HIGH,Medium Risk Alert,2025-01-02 05:46:00,Monitor,Resolved
ALT001247,T039620,A0144,A0394,129130,93.75,HIGH,Critical Fraud Alert,2025-01-02 05:47:00,Block Transaction,Open
ALT001248,T039669,A0289,A0109,183774,89.0,HIGH,High Risk Alert,2025-01-02 05:48:00,Manual Review,Resolved
ALT001249,T039753,A0149,A0433,160175,90.25,HIGH,Critical Fraud Alert,2025-01-02 05:49:00,Block Transaction,Open
ALT001250,T039780,A0311,A0254,467670,93.25,HIGH,Critical Fraud Alert,2025-01-02 05:50:00,Block Transaction,Under Review
ALT001251,T039785,A0289,A0011,96768,84.22,HIGH,High Risk Alert,2025-01-02 05:51:00,Manual Review,Open
ALT001252,T039795,A0096,A0285,84211,83.88,HIGH,High Risk Alert,2025-01-02 05:52:00,Manual Review,Under Review
ALT001253,T039826,A0045,A0109,199519,94.25,HIGH,Critical Fraud Alert,2025-01-02 05:53:00,Block Transaction,Open
ALT001254,T039872,A0009,A0394,180046,89.75,HIGH,High Risk Alert,2025-01-02 05:54:00,Manual Review,Under Review
ALT001255,T039874,A0145,A0220,197346,94.25,HIGH,Critical Fraud Alert,2025-01-02 05:55:00,Block Transaction,Open
ALT001256,T039884,A0365,A0004,172333,89.5,HIGH,High Risk Alert,2025-01-02 05:56:00,Manual Review,Open
ALT001257,T039902,A0335,A0443,151679,93.25,HIGH,Critical Fraud Alert,2025-01-02 05:57:00,Block Transaction,Open
ALT001258,T039928,A0444,A0004,188280,90.0,HIGH,Critical Fraud Alert,2025-01-02 05:58:00,Block Transaction,Resolved
ALT001259,T039935,A0130,A0177,172345,90.75,HIGH,Critical Fraud Alert,2025-01-02 05:59:00,Block Transaction,Open
ALT001260,T039969,A0265,A0126,164506,78.25,HIGH,Medium Risk Alert,2025-01-02 06:00:00,Monitor,Open
ALT001261,T039979,A0191,A0108,76567,81.45,HIGH,High Risk Alert,2025-01-02 06:01:00,Manual Review,Under Review
ALT001262,T040113,A0088,A0344,341257,84.07,HIGH,High Risk Alert,2025-01-02 06:02:00,Manual Review,Open
ALT001263,T040114,A0099,A0435,172878,78.5,HIGH,Medium Risk Alert,2025-01-02 06:03:00,Monitor,Under Review
ALT001264,T040125,A0415,A0177,87064,89.49,HIGH,High Risk Alert,2025-01-02 06:04:00,Manual Review,Open
ALT001265,T040128,A0398,A0491,363410,92.0,HIGH,Critical Fraud Alert,2025-01-02 06:05:00,Block Transaction,Open
ALT001266,T040193,A0291,A0344,68992,93.75,HIGH,Critical Fraud Alert,2025-01-02 06:06:00,Block Transaction,Under Review
ALT001267,T040248,A0392,A0238,118277,89.54,HIGH,High Risk Alert,2025-01-02 06:07:00,Manual Review,Under Review
ALT001268,T040301,A0269,A0024,73500,82.69,HIGH,High Risk Alert,2025-01-02 06:08:00,Manual Review,Open
ALT001269,T040372,A0189,A0254,193734,93.5,HIGH,Critical Fraud Alert,2025-01-02 06:09:00,Block Transaction,Open
ALT001270,T040399,A0267,A0024,94713,85.03,HIGH,High Risk Alert,2025-01-02 06:10:00,Manual Review,Resolved
ALT001271,T040435,A0224,A0465,136813,92.0,HIGH,Critical Fraud Alert,2025-01-02 06:11:00,Block Transaction,Open
ALT001272,T040456,A0057,A0238,193089,93.0,HIGH,Critical Fraud Alert,2025-01-02 06:12:00,Block Transaction,Open
ALT001273,T040467,A0267,A0109,59556,79.83,HIGH,Medium Risk Alert,2025-01-02 06:13:00,Monitor,Open
ALT001274,T040507,A0386,A0373,192502,75.32,HIGH,Medium Risk Alert,2025-01-02 06:14:00,Monitor,Resolved
ALT001275,T040512,A0228,A0394,160022,89.75,HIGH,High Risk Alert,2025-01-02 06:15:00,Manual Review,Resolved
ALT001276,T040575,A0210,A0056,108582,86.93,HIGH,High Risk Alert,2025-01-02 06:16:00,Manual Review,Open
ALT001277,T040587,A0416,A0024,71960,88.0,HIGH,High Risk Alert,2025-01-02 06:17:00,Manual Review,Under Review
ALT001278,T040628,A0384,A0425,367270,76.0,HIGH,Medium Risk Alert,2025-01-02 06:18:00,Monitor,Open
ALT001279,T040642,A0165,A0099,437247,75.75,HIGH,Medium Risk Alert,2025-01-02 06:19:00,Monitor,Under Review
ALT001280,T040649,A0361,A0426,180157,75.25,HIGH,Medium Risk Alert,2025-01-02 06:20:00,Monitor,Open
ALT001281,T040672,A0047,A0065,94140,90.5,HIGH,Critical Fraud Alert,2025-01-02 06:21:00,Block Transaction,Under Review
ALT001282,T040745,A0413,A0145,423090,79.0,HIGH,Medium Risk Alert,2025-01-02 06:22:00,Monitor,Open
ALT001283,T040763,A0027,A0094,289960,77.75,HIGH,Medium Risk Alert,2025-01-02 06:23:00,Monitor,Resolved
ALT001284,T040801,A0036,A0328,149480,89.5,HIGH,High Risk Alert,2025-01-02 06:24:00,Manual Review,Under Review
ALT001285,T040804,A0037,A0328,179922,91.0,HIGH,Critical Fraud Alert,2025-01-02 06:25:00,Block Transaction,Open
ALT001286,T040820,A0057,A0257,140815,92.25,HIGH,Critical Fraud Alert,2025-01-02 06:26:00,Block Transaction,Open
ALT001287,T040875,A0207,A0108,90139,92.0,HIGH,Critical Fraud Alert,2025-01-02 06:27:00,Block Transaction,Open
ALT001288,T040888,A0363,A0347,148541,89.5,HIGH,High Risk Alert,2025-01-02 06:28:00,Manual Review,Resolved
ALT001289,T040940,A0099,A0056,176419,94.0,HIGH,Critical Fraud Alert,2025-01-02 06:29:00,Block Transaction,Resolved
ALT001290,T040945,A0449,A0457,144114,86.66,HIGH,High Risk Alert,2025-01-02 06:30:00,Manual Review,Open
ALT001291,T040979,A0258,A0056,82198,86.47,HIGH,High Risk Alert,2025-01-02 06:31:00,Manual Review,Under Review
ALT001292,T041022,A0118,A0257,121022,90.17,HIGH,Critical Fraud Alert,2025-01-02 06:32:00,Block Transaction,Under Review
ALT001293,T041026,A0470,A0344,153063,90.75,HIGH,Critical Fraud Alert,2025-01-02 06:33:00,Block Transaction,Open
ALT001294,T041073,A0139,A0070,348195,75.5,HIGH,Medium Risk Alert,2025-01-02 06:34:00,Monitor,Resolved
ALT001295,T041087,A0246,A0094,315545,76.0,HIGH,Medium Risk Alert,2025-01-02 06:35:00,Monitor,Open
ALT001296,T041094,A0097,A0308,96031,89.75,HIGH,High Risk Alert,2025-01-02 06:36:00,Manual Review,Open
ALT001297,T041147,A0051,A0065,67754,83.4,HIGH,High Risk Alert,2025-01-02 06:37:00,Manual Review,Open
ALT001298,T041151,A0179,A0220,81432,90.5,HIGH,Critical Fraud Alert,2025-01-02 06:38:00,Block Transaction,Under Review
ALT001299,T041187,A0089,A0056,171544,94.25,HIGH,Critical Fraud Alert,2025-01-02 06:39:00,Block Transaction,Under Review
ALT001300,T041244,A0022,A0433,193714,92.5,HIGH,Critical Fraud Alert,2025-01-02 06:40:00,Block Transaction,Under Review
ALT001301,T041322,A0307,A0108,79022,89.0,HIGH,High Risk Alert,2025-01-02 06:41:00,Manual Review,Open
ALT001302,T041335,A0274,A0055,354518,75.0,HIGH,Medium Risk Alert,2025-01-02 06:42:00,Monitor,Under Review
ALT001303,T041336,A0032,A0147,405205,82.75,HIGH,High Risk Alert,2025-01-02 06:43:00,Manual Review,Under Review
ALT001304,T041344,A0312,A0097,463048,77.25,HIGH,Medium Risk Alert,2025-01-02 06:44:00,Monitor,Open
ALT001305,T041348,A0105,A0238,328366,93.25,HIGH,Critical Fraud Alert,2025-01-02 06:45:00,Block Transaction,Open
ALT001306,T041359,A0156,A0237,191878,90.5,HIGH,Critical Fraud Alert,2025-01-02 06:46:00,Block Transaction,Open
ALT001307,T041386,A0209,A0108,67620,75.86,HIGH,Medium Risk Alert,2025-01-02 06:47:00,Monitor,Open
ALT001308,T041450,A0157,A0491,161219,87.64,HIGH,High Risk Alert,2025-01-02 06:48:00,Manual Review,Open
ALT001309,T041504,A0014,A0088,101845,89.5,HIGH,High Risk Alert,2025-01-02 06:49:00,Manual Review,Open
ALT001310,T041510,A0327,A0220,140169,89.22,HIGH,High Risk Alert,2025-01-02 06:50:00,Manual Review,Under Review
ALT001311,T041531,A0324,A0321,146643,76.0,HIGH,Medium Risk Alert,2025-01-02 06:51:00,Monitor,Open
ALT001312,T041739,A0105,A0433,133277,86.31,HIGH,High Risk Alert,2025-01-02 06:52:00,Manual Review,Open
ALT001313,T041869,A0380,A0465,163826,93.75,HIGH,Critical Fraud Alert,2025-01-02 06:53:00,Block Transaction,Under Review
ALT001314,T041930,A0073,A0344,102197,83.57,HIGH,High Risk Alert,2025-01-02 06:54:00,Manual Review,Under Review
ALT001315,T041952,A0156,A0056,89149,89.68,HIGH,High Risk Alert,2025-01-02 06:55:00,Manual Review,Under Review
ALT001316,T041988,A0083,A0188,352755,79.75,HIGH,Medium Risk Alert,2025-01-02 06:56:00,Monitor,Open
ALT001317,T042047,A0164,A0227,288288,77.25,HIGH,Medium Risk Alert,2025-01-02 06:57:00,Monitor,Under Review
ALT001318,T042072,A0019,A0394,229314,90.75,HIGH,Critical Fraud Alert,2025-01-02 06:58:00,Block Transaction,Under Review
ALT001319,T042163,A0280,A0394,78919,84.33,HIGH,High Risk Alert,2025-01-02 06:59:00,Manual Review,Open
ALT001320,T042165,A0482,A0147,418777,82.25,HIGH,High Risk Alert,2025-01-02 07:00:00,Manual Review,Open
ALT001321,T042215,A0268,A0353,198637,92.25,HIGH,Critical Fraud Alert,2025-01-02 07:01:00,Block Transaction,Open
ALT001322,T042251,A0225,A0177,197822,88.75,HIGH,High Risk Alert,2025-01-02 07:02:00,Manual Review,Resolved
ALT001323,T042290,A0085,A0394,131350,83.74,HIGH,High Risk Alert,2025-01-02 07:03:00,Manual Review,Resolved
ALT001324,T042341,A0423,A0234,135594,86.64,HIGH,High Risk Alert,2025-01-02 07:04:00,Manual Review,Under Review
ALT001325,T042372,A0236,A0373,390517,76.25,HIGH,Medium Risk Alert,2025-01-02 07:05:00,Monitor,Under Review
ALT001326,T042398,A0300,A0254,65295,81.15,HIGH,High Risk Alert,2025-01-02 07:06:00,Manual Review,Open
ALT001327,T042416,A0396,A0394,83802,92.75,HIGH,Critical Fraud Alert,2025-01-02 07:07:00,Block Transaction,Open
ALT001328,T042436,A0338,A0238,188260,90.75,HIGH,Critical Fraud Alert,2025-01-02 07:08:00,Block Transaction,Resolved
ALT001329,T042440,A0118,A0443,170351,90.75,HIGH,Critical Fraud Alert,2025-01-02 07:09:00,Block Transaction,Open
ALT001330,T042466,A0076,A0237,67002,79.29,HIGH,Medium Risk Alert,2025-01-02 07:10:00,Monitor,Under Review
ALT001331,T042513,A0157,A0141,255301,76.25,HIGH,Medium Risk Alert,2025-01-02 07:11:00,Monitor,Open
