pattern_type,sender_account,receiver_account,pattern_strength,detected_time,risk_level,description
Circular Transfer,A0187,A0422,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0293,A0257,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0156,A0159,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0245,A0159,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0419,A0114,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0121,A0133,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0101,A0092,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0073,A0230,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0148,A0482,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0282,A0238,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0358,A0119,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0467,A0093,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0448,A0305,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0437,A0031,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0096,A0316,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0110,A0127,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0024,A0030,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0268,A0130,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0265,A0248,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0337,A0378,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0473,A0070,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0073,A0031,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0389,A0067,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0380,A0227,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0211,A0391,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0395,A0068,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0055,A0132,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0254,A0022,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0384,A0425,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0260,A0419,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0156,A0211,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0384,A0378,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0170,A0493,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0104,A0395,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0398,A0350,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0345,A0028,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0005,A0269,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0099,A0030,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0286,A0152,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0459,A0394,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0406,A0188,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0117,A0447,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0174,A0252,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0270,A0212,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0165,A0409,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0361,A0124,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0076,A0090,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0353,A0423,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0151,A0088,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0062,A0109,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0251,A0125,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0440,A0281,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0075,A0186,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0137,A0312,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0140,A0046,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0139,A0184,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0226,A0243,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0056,A0195,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0100,A0121,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0141,A0453,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0339,A0089,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0323,A0475,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0196,A0076,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0166,A0154,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0223,A0415,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0046,A0349,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0018,A0328,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0115,A0098,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0089,A0086,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0448,A0434,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0380,A0059,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0294,A0487,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0021,A0417,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0106,A0045,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0207,A0225,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0469,A0420,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0252,A0026,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0475,A0130,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0292,A0206,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0075,A0070,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0196,A0238,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0130,A0101,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0402,A0318,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0258,A0191,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0068,A0378,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0059,A0445,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0231,A0167,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0074,A0010,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0438,A0016,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0282,A0203,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0498,A0231,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0114,A0183,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0181,A0192,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0239,A0102,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0156,A0447,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0224,A0458,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0493,A0140,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0157,A0069,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0021,A0129,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0294,A0136,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0483,A0373,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0472,A0210,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0491,A0281,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0082,A0408,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0187,A0246,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0124,A0366,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0343,A0158,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0244,A0155,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0271,A0010,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0157,A0422,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0088,A0367,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0151,A0221,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0052,A0431,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0228,A0482,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0082,A0477,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0044,A0094,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0423,A0464,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0117,A0217,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0364,A0247,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0335,A0291,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0218,A0072,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0023,A0290,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0409,A0087,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0309,A0108,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0030,A0368,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0473,A0194,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0432,A0341,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0114,A0309,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0017,A0405,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0076,A0010,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0106,A0055,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0409,A0222,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0195,A0471,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0284,A0429,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0021,A0358,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0473,A0366,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0151,A0499,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0330,A0017,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0484,A0188,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0184,A0079,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0074,A0390,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0489,A0296,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0071,A0330,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0089,A0271,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0396,A0247,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0315,A0191,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0185,A0037,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0179,A0185,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0185,A0368,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0001,A0223,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0088,A0206,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0438,A0062,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0075,A0351,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0063,A0050,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0183,A0327,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0103,A0326,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0114,A0025,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0321,A0364,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0278,A0327,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0182,A0243,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0181,A0475,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0114,A0325,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0145,A0465,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0196,A0376,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0022,A0006,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0001,A0285,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0396,A0315,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0234,A0389,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0181,A0171,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0212,A0180,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0377,A0191,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0163,A0071,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0414,A0379,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0136,A0177,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0005,A0051,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0374,A0074,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0050,A0424,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0106,A0236,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0097,A0440,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0315,A0036,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0458,A0431,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0023,A0425,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0122,A0032,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0265,A0345,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0358,A0210,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0484,A0432,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0372,A0055,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0393,A0467,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0291,A0277,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0343,A0199,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0354,A0422,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0345,A0470,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0071,A0342,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0271,A0188,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0099,A0053,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0309,A0346,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0311,A0498,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0317,A0376,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0115,A0278,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0474,A0032,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0338,A0329,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0264,A0209,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0259,A0059,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0448,A0024,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0104,A0160,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0156,A0484,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0373,A0392,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0438,A0071,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0195,A0163,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0442,A0439,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0205,A0357,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0125,A0197,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0054,A0467,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0330,A0295,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0181,A0301,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0258,A0188,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0321,A0023,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0135,A0185,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0436,A0291,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0253,A0099,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0170,A0462,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0205,A0164,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0495,A0437,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0128,A0147,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0208,A0089,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0188,A0237,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0287,A0426,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0270,A0489,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0008,A0228,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0500,A0351,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0161,A0411,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0120,A0077,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0335,A0059,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0326,A0278,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0233,A0432,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0315,A0021,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0011,A0007,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0470,A0384,2,,HIGH,Bi-directional money flow detected
