id,pattern_type,sender_account,receiver_account,pattern_strength,detected_time,risk_level,description
1021,Circular Transfer,A0189,A0254,2,,HIGH,Bi-directional money flow detected
1022,Circular Transfer,A0203,A0196,2,,HIGH,Bi-directional money flow detected
1023,Circular Transfer,A0094,A0104,2,,HIGH,Bi-directional money flow detected
1024,Circular Transfer,A0148,A0326,2,,HIGH,Bi-directional money flow detected
1025,Circular Transfer,A0006,A0297,2,,HIGH,Bi-directional money flow detected
1026,Circular Transfer,A0175,A0411,2,,HIGH,Bi-directional money flow detected
1027,Circular Transfer,A0178,A0141,2,,HIGH,Bi-directional money flow detected
1028,Circular Transfer,A0319,A0082,2,,HIGH,Bi-directional money flow detected
1029,Circular Transfer,A0374,A0123,2,,HIGH,Bi-directional money flow detected
1030,Circular Transfer,A0451,A0374,2,,HIGH,Bi-directional money flow detected
1031,Circular Transfer,A0194,A0196,2,,HIGH,Bi-directional money flow detected
1032,Circular Transfer,A0498,A0140,2,,HIGH,Bi-directional money flow detected
1033,Circular Transfer,A0075,A0475,2,,HIGH,Bi-directional money flow detected
1034,Circular Transfer,A0252,A0330,2,,HIGH,Bi-directional money flow detected
1035,Circular Transfer,A0254,A0257,2,,HIGH,Bi-directional money flow detected
1036,Circular Transfer,A0120,A0126,2,,HIGH,Bi-directional money flow detected
1037,Circular Transfer,A0199,A0469,2,,HIGH,Bi-directional money flow detected
1038,Circular Transfer,A0068,A0046,2,,HIGH,Bi-directional money flow detected
1039,Circular Transfer,A0188,A0388,2,,HIGH,Bi-directional money flow detected
1040,Circular Transfer,A0080,A0100,2,,HIGH,Bi-directional money flow detected
1041,Circular Transfer,A0197,A0330,2,,HIGH,Bi-directional money flow detected
1042,Circular Transfer,A0454,A0154,2,,HIGH,Bi-directional money flow detected
1043,Circular Transfer,A0396,A0491,2,,HIGH,Bi-directional money flow detected
1044,Circular Transfer,A0431,A0466,2,,HIGH,Bi-directional money flow detected
1045,Circular Transfer,A0035,A0056,2,,HIGH,Bi-directional money flow detected
1046,Circular Transfer,A0086,A0075,2,,HIGH,Bi-directional money flow detected
1047,Circular Transfer,A0244,A0461,2,,HIGH,Bi-directional money flow detected
1048,Circular Transfer,A0204,A0016,2,,HIGH,Bi-directional money flow detected
1049,Circular Transfer,A0341,A0416,2,,HIGH,Bi-directional money flow detected
1050,Circular Transfer,A0206,A0218,2,,HIGH,Bi-directional money flow detected
1051,Circular Transfer,A0099,A0052,2,,HIGH,Bi-directional money flow detected
1052,Circular Transfer,A0426,A0496,2,,HIGH,Bi-directional money flow detected
1053,Circular Transfer,A0200,A0321,2,,HIGH,Bi-directional money flow detected
1054,Circular Transfer,A0063,A0242,2,,HIGH,Bi-directional money flow detected
1055,Circular Transfer,A0159,A0158,2,,HIGH,Bi-directional money flow detected
1056,Circular Transfer,A0184,A0312,2,,HIGH,Bi-directional money flow detected
1057,Circular Transfer,A0339,A0389,2,,HIGH,Bi-directional money flow detected
1058,Circular Transfer,A0071,A0073,2,,HIGH,Bi-directional money flow detected
1059,Circular Transfer,A0234,A0446,2,,HIGH,Bi-directional money flow detected
1060,Circular Transfer,A0282,A0117,2,,HIGH,Bi-directional money flow detected
1061,Circular Transfer,A0110,A0192,2,,HIGH,Bi-directional money flow detected
1062,Circular Transfer,A0310,A0495,2,,HIGH,Bi-directional money flow detected
1063,Circular Transfer,A0424,A0494,2,,HIGH,Bi-directional money flow detected
1064,Circular Transfer,A0430,A0078,2,,HIGH,Bi-directional money flow detected
1065,Circular Transfer,A0120,A0174,2,,HIGH,Bi-directional money flow detected
1066,Circular Transfer,A0488,A0293,2,,HIGH,Bi-directional money flow detected
1067,Circular Transfer,A0053,A0326,2,,HIGH,Bi-directional money flow detected
1068,Circular Transfer,A0488,A0183,2,,HIGH,Bi-directional money flow detected
1069,Circular Transfer,A0003,A0151,2,,HIGH,Bi-directional money flow detected
1070,Circular Transfer,A0403,A0283,2,,HIGH,Bi-directional money flow detected
1071,Circular Transfer,A0288,A0436,2,,HIGH,Bi-directional money flow detected
1072,Circular Transfer,A0378,A0194,2,,HIGH,Bi-directional money flow detected
1073,Circular Transfer,A0042,A0264,2,,HIGH,Bi-directional money flow detected
1074,Circular Transfer,A0273,A0038,2,,HIGH,Bi-directional money flow detected
1075,Circular Transfer,A0174,A0360,2,,HIGH,Bi-directional money flow detected
1076,Circular Transfer,A0323,A0120,2,,HIGH,Bi-directional money flow detected
1077,Circular Transfer,A0315,A0316,2,,HIGH,Bi-directional money flow detected
1078,Circular Transfer,A0089,A0231,2,,HIGH,Bi-directional money flow detected
1079,Circular Transfer,A0472,A0119,2,,HIGH,Bi-directional money flow detected
1080,Circular Transfer,A0394,A0250,2,,HIGH,Bi-directional money flow detected
1081,Circular Transfer,A0075,A0486,2,,HIGH,Bi-directional money flow detected
1082,Circular Transfer,A0236,A0187,2,,HIGH,Bi-directional money flow detected
1083,Circular Transfer,A0195,A0148,2,,HIGH,Bi-directional money flow detected
1084,Circular Transfer,A0258,A0056,2,,HIGH,Bi-directional money flow detected
1085,Circular Transfer,A0270,A0092,2,,HIGH,Bi-directional money flow detected
1086,Circular Transfer,A0262,A0399,2,,HIGH,Bi-directional money flow detected
1087,Circular Transfer,A0028,A0245,2,,HIGH,Bi-directional money flow detected
1088,Circular Transfer,A0053,A0079,2,,HIGH,Bi-directional money flow detected
1089,Circular Transfer,A0437,A0171,2,,HIGH,Bi-directional money flow detected
1090,Circular Transfer,A0300,A0067,2,,HIGH,Bi-directional money flow detected
1091,Circular Transfer,A0009,A0246,2,,HIGH,Bi-directional money flow detected
1092,Circular Transfer,A0494,A0191,2,,HIGH,Bi-directional money flow detected
1093,Circular Transfer,A0142,A0103,2,,HIGH,Bi-directional money flow detected
1094,Circular Transfer,A0050,A0414,2,,HIGH,Bi-directional money flow detected
1095,Circular Transfer,A0412,A0486,2,,HIGH,Bi-directional money flow detected
1096,Circular Transfer,A0481,A0150,2,,HIGH,Bi-directional money flow detected
1097,Circular Transfer,A0286,A0452,2,,HIGH,Bi-directional money flow detected
1098,Circular Transfer,A0145,A0002,2,,HIGH,Bi-directional money flow detected
1099,Circular Transfer,A0048,A0356,2,,HIGH,Bi-directional money flow detected
1100,Circular Transfer,A0422,A0131,2,,HIGH,Bi-directional money flow detected
1101,Circular Transfer,A0273,A0444,2,,HIGH,Bi-directional money flow detected
1102,Circular Transfer,A0127,A0085,2,,HIGH,Bi-directional money flow detected
1103,Circular Transfer,A0352,A0038,2,,HIGH,Bi-directional money flow detected
1104,Circular Transfer,A0137,A0236,2,,HIGH,Bi-directional money flow detected
1105,Circular Transfer,A0120,A0398,2,,HIGH,Bi-directional money flow detected
1106,Circular Transfer,A0358,A0143,2,,HIGH,Bi-directional money flow detected
1107,Circular Transfer,A0242,A0409,2,,HIGH,Bi-directional money flow detected
1108,Circular Transfer,A0312,A0198,2,,HIGH,Bi-directional money flow detected
1109,Circular Transfer,A0498,A0031,2,,HIGH,Bi-directional money flow detected
1110,Circular Transfer,A0418,A0135,2,,HIGH,Bi-directional money flow detected
1111,Circular Transfer,A0057,A0227,2,,HIGH,Bi-directional money flow detected
1112,Circular Transfer,A0436,A0306,2,,HIGH,Bi-directional money flow detected
1113,Circular Transfer,A0434,A0490,2,,HIGH,Bi-directional money flow detected
1114,Circular Transfer,A0104,A0303,2,,HIGH,Bi-directional money flow detected
1115,Circular Transfer,A0433,A0145,2,,HIGH,Bi-directional money flow detected
1116,Circular Transfer,A0096,A0201,2,,HIGH,Bi-directional money flow detected
1117,Circular Transfer,A0272,A0318,2,,HIGH,Bi-directional money flow detected
1118,Circular Transfer,A0192,A0270,2,,HIGH,Bi-directional money flow detected
1119,Circular Transfer,A0466,A0074,2,,HIGH,Bi-directional money flow detected
1120,Circular Transfer,A0370,A0292,2,,HIGH,Bi-directional money flow detected
1121,Circular Transfer,A0147,A0201,2,,HIGH,Bi-directional money flow detected
1122,Circular Transfer,A0056,A0366,2,,HIGH,Bi-directional money flow detected
1123,Circular Transfer,A0058,A0443,2,,HIGH,Bi-directional money flow detected
1124,Circular Transfer,A0116,A0348,2,,HIGH,Bi-directional money flow detected
1125,Circular Transfer,A0059,A0024,2,,HIGH,Bi-directional money flow detected
1126,Circular Transfer,A0282,A0007,2,,HIGH,Bi-directional money flow detected
1127,Circular Transfer,A0074,A0239,2,,HIGH,Bi-directional money flow detected
1128,Circular Transfer,A0472,A0088,2,,HIGH,Bi-directional money flow detected
1129,Circular Transfer,A0313,A0488,2,,HIGH,Bi-directional money flow detected
1130,Circular Transfer,A0402,A0154,2,,HIGH,Bi-directional money flow detected
1131,Circular Transfer,A0104,A0473,2,,HIGH,Bi-directional money flow detected
1132,Circular Transfer,A0032,A0431,2,,HIGH,Bi-directional money flow detected
1133,Circular Transfer,A0155,A0409,2,,HIGH,Bi-directional money flow detected
1134,Circular Transfer,A0178,A0305,2,,HIGH,Bi-directional money flow detected
1135,Circular Transfer,A0019,A0168,2,,HIGH,Bi-directional money flow detected
1136,Circular Transfer,A0448,A0028,2,,HIGH,Bi-directional money flow detected
1137,Circular Transfer,A0293,A0202,2,,HIGH,Bi-directional money flow detected
1138,Circular Transfer,A0386,A0354,2,,HIGH,Bi-directional money flow detected
1139,Circular Transfer,A0494,A0010,2,,HIGH,Bi-directional money flow detected
1140,Circular Transfer,A0024,A0076,2,,HIGH,Bi-directional money flow detected
1141,Circular Transfer,A0185,A0125,2,,HIGH,Bi-directional money flow detected
1142,Circular Transfer,A0413,A0090,2,,HIGH,Bi-directional money flow detected
1143,Circular Transfer,A0499,A0481,2,,HIGH,Bi-directional money flow detected
1144,Circular Transfer,A0391,A0079,2,,HIGH,Bi-directional money flow detected
1145,Circular Transfer,A0079,A0268,2,,HIGH,Bi-directional money flow detected
1146,Circular Transfer,A0346,A0053,2,,HIGH,Bi-directional money flow detected
1147,Circular Transfer,A0098,A0335,2,,HIGH,Bi-directional money flow detected
1148,Circular Transfer,A0110,A0475,2,,HIGH,Bi-directional money flow detected
1149,Circular Transfer,A0476,A0378,2,,HIGH,Bi-directional money flow detected
1150,Circular Transfer,A0351,A0388,2,,HIGH,Bi-directional money flow detected
1151,Circular Transfer,A0283,A0200,2,,HIGH,Bi-directional money flow detected
1152,Circular Transfer,A0185,A0131,2,,HIGH,Bi-directional money flow detected
1153,Circular Transfer,A0417,A0261,2,,HIGH,Bi-directional money flow detected
1154,Circular Transfer,A0279,A0348,2,,HIGH,Bi-directional money flow detected
1155,Circular Transfer,A0161,A0045,2,,HIGH,Bi-directional money flow detected
1156,Circular Transfer,A0470,A0425,2,,HIGH,Bi-directional money flow detected
1157,Circular Transfer,A0288,A0042,2,,HIGH,Bi-directional money flow detected
1158,Circular Transfer,A0091,A0035,2,,HIGH,Bi-directional money flow detected
1159,Circular Transfer,A0075,A0474,2,,HIGH,Bi-directional money flow detected
1160,Circular Transfer,A0447,A0085,2,,HIGH,Bi-directional money flow detected
1161,Circular Transfer,A0465,A0141,2,,HIGH,Bi-directional money flow detected
1162,Circular Transfer,A0251,A0353,2,,HIGH,Bi-directional money flow detected
1163,Circular Transfer,A0479,A0277,2,,HIGH,Bi-directional money flow detected
1164,Circular Transfer,A0184,A0030,2,,HIGH,Bi-directional money flow detected
1165,Circular Transfer,A0378,A0032,2,,HIGH,Bi-directional money flow detected
1166,Circular Transfer,A0459,A0050,2,,HIGH,Bi-directional money flow detected
1167,Circular Transfer,A0007,A0257,2,,HIGH,Bi-directional money flow detected
1168,Circular Transfer,A0096,A0243,2,,HIGH,Bi-directional money flow detected
1169,Circular Transfer,A0351,A0321,2,,HIGH,Bi-directional money flow detected
1170,Circular Transfer,A0187,A0422,2,,HIGH,Bi-directional money flow detected
1171,Circular Transfer,A0293,A0257,2,,HIGH,Bi-directional money flow detected
1172,Circular Transfer,A0156,A0159,2,,HIGH,Bi-directional money flow detected
1173,Circular Transfer,A0245,A0159,2,,HIGH,Bi-directional money flow detected
1174,Circular Transfer,A0419,A0114,2,,HIGH,Bi-directional money flow detected
1175,Circular Transfer,A0121,A0133,2,,HIGH,Bi-directional money flow detected
1176,Circular Transfer,A0101,A0092,2,,HIGH,Bi-directional money flow detected
1177,Circular Transfer,A0073,A0230,2,,HIGH,Bi-directional money flow detected
1178,Circular Transfer,A0148,A0482,2,,HIGH,Bi-directional money flow detected
1179,Circular Transfer,A0282,A0238,2,,HIGH,Bi-directional money flow detected
1180,Circular Transfer,A0358,A0119,2,,HIGH,Bi-directional money flow detected
1181,Circular Transfer,A0467,A0093,2,,HIGH,Bi-directional money flow detected
1182,Circular Transfer,A0448,A0305,2,,HIGH,Bi-directional money flow detected
1183,Circular Transfer,A0437,A0031,2,,HIGH,Bi-directional money flow detected
1184,Circular Transfer,A0096,A0316,2,,HIGH,Bi-directional money flow detected
1185,Circular Transfer,A0110,A0127,2,,HIGH,Bi-directional money flow detected
1186,Circular Transfer,A0024,A0030,2,,HIGH,Bi-directional money flow detected
1187,Circular Transfer,A0268,A0130,2,,HIGH,Bi-directional money flow detected
1188,Circular Transfer,A0265,A0248,2,,HIGH,Bi-directional money flow detected
1189,Circular Transfer,A0337,A0378,2,,HIGH,Bi-directional money flow detected
1190,Circular Transfer,A0473,A0070,2,,HIGH,Bi-directional money flow detected
1191,Circular Transfer,A0073,A0031,2,,HIGH,Bi-directional money flow detected
1192,Circular Transfer,A0389,A0067,2,,HIGH,Bi-directional money flow detected
1193,Circular Transfer,A0380,A0227,2,,HIGH,Bi-directional money flow detected
1194,Circular Transfer,A0211,A0391,2,,HIGH,Bi-directional money flow detected
1195,Circular Transfer,A0395,A0068,2,,HIGH,Bi-directional money flow detected
1196,Circular Transfer,A0055,A0132,2,,HIGH,Bi-directional money flow detected
1197,Circular Transfer,A0254,A0022,2,,HIGH,Bi-directional money flow detected
1198,Circular Transfer,A0384,A0425,2,,HIGH,Bi-directional money flow detected
1199,Circular Transfer,A0260,A0419,2,,HIGH,Bi-directional money flow detected
1200,Circular Transfer,A0156,A0211,2,,HIGH,Bi-directional money flow detected
1201,Circular Transfer,A0384,A0378,2,,HIGH,Bi-directional money flow detected
1202,Circular Transfer,A0170,A0493,2,,HIGH,Bi-directional money flow detected
1203,Circular Transfer,A0104,A0395,2,,HIGH,Bi-directional money flow detected
1204,Circular Transfer,A0398,A0350,2,,HIGH,Bi-directional money flow detected
1205,Circular Transfer,A0345,A0028,2,,HIGH,Bi-directional money flow detected
1206,Circular Transfer,A0005,A0269,2,,HIGH,Bi-directional money flow detected
1207,Circular Transfer,A0099,A0030,2,,HIGH,Bi-directional money flow detected
1208,Circular Transfer,A0286,A0152,2,,HIGH,Bi-directional money flow detected
1209,Circular Transfer,A0459,A0394,2,,HIGH,Bi-directional money flow detected
1210,Circular Transfer,A0406,A0188,2,,HIGH,Bi-directional money flow detected
1211,Circular Transfer,A0117,A0447,2,,HIGH,Bi-directional money flow detected
1212,Circular Transfer,A0174,A0252,2,,HIGH,Bi-directional money flow detected
1213,Circular Transfer,A0270,A0212,2,,HIGH,Bi-directional money flow detected
1214,Circular Transfer,A0165,A0409,2,,HIGH,Bi-directional money flow detected
1215,Circular Transfer,A0361,A0124,2,,HIGH,Bi-directional money flow detected
1216,Circular Transfer,A0076,A0090,2,,HIGH,Bi-directional money flow detected
1217,Circular Transfer,A0353,A0423,2,,HIGH,Bi-directional money flow detected
1218,Circular Transfer,A0151,A0088,2,,HIGH,Bi-directional money flow detected
1219,Circular Transfer,A0062,A0109,2,,HIGH,Bi-directional money flow detected
1220,Circular Transfer,A0251,A0125,2,,HIGH,Bi-directional money flow detected
1221,Circular Transfer,A0440,A0281,2,,HIGH,Bi-directional money flow detected
1222,Circular Transfer,A0075,A0186,2,,HIGH,Bi-directional money flow detected
1223,Circular Transfer,A0137,A0312,2,,HIGH,Bi-directional money flow detected
1224,Circular Transfer,A0140,A0046,2,,HIGH,Bi-directional money flow detected
1225,Circular Transfer,A0139,A0184,2,,HIGH,Bi-directional money flow detected
1226,Circular Transfer,A0226,A0243,2,,HIGH,Bi-directional money flow detected
1227,Circular Transfer,A0056,A0195,2,,HIGH,Bi-directional money flow detected
1228,Circular Transfer,A0100,A0121,2,,HIGH,Bi-directional money flow detected
1229,Circular Transfer,A0141,A0453,2,,HIGH,Bi-directional money flow detected
1230,Circular Transfer,A0339,A0089,2,,HIGH,Bi-directional money flow detected
1231,Circular Transfer,A0323,A0475,2,,HIGH,Bi-directional money flow detected
1232,Circular Transfer,A0196,A0076,2,,HIGH,Bi-directional money flow detected
1233,Circular Transfer,A0166,A0154,2,,HIGH,Bi-directional money flow detected
1234,Circular Transfer,A0223,A0415,2,,HIGH,Bi-directional money flow detected
1235,Circular Transfer,A0046,A0349,2,,HIGH,Bi-directional money flow detected
1236,Circular Transfer,A0018,A0328,2,,HIGH,Bi-directional money flow detected
1237,Circular Transfer,A0115,A0098,2,,HIGH,Bi-directional money flow detected
1238,Circular Transfer,A0089,A0086,2,,HIGH,Bi-directional money flow detected
1239,Circular Transfer,A0448,A0434,2,,HIGH,Bi-directional money flow detected
1240,Circular Transfer,A0380,A0059,2,,HIGH,Bi-directional money flow detected
1241,Circular Transfer,A0294,A0487,2,,HIGH,Bi-directional money flow detected
1242,Circular Transfer,A0021,A0417,2,,HIGH,Bi-directional money flow detected
1243,Circular Transfer,A0106,A0045,2,,HIGH,Bi-directional money flow detected
1244,Circular Transfer,A0207,A0225,2,,HIGH,Bi-directional money flow detected
1245,Circular Transfer,A0469,A0420,2,,HIGH,Bi-directional money flow detected
1246,Circular Transfer,A0252,A0026,2,,HIGH,Bi-directional money flow detected
1247,Circular Transfer,A0475,A0130,2,,HIGH,Bi-directional money flow detected
1248,Circular Transfer,A0292,A0206,2,,HIGH,Bi-directional money flow detected
